ID;IDbodega;IDlinea;IDcolor;IDcodigo;nombre;valorcontado;valorfecha;valorlista;peso;espesor;stock;pendiente;sMax;sMin;costoultimo;costopromedio;IDproveedor;estactivo
1541;0;BIS;MA;BU;Buje Bisagra 145 gris;30;30;30;0;1;0;0;0;0;11;0;;VERDADERO
954;1;BIS;TI;145;Bisagra 145mm Titanio;1850;1850;1850;1;1;4;0;0;0;1230;533;96877740;VERDADERO
961;1;BIS;TI;32;Bisagra al-32 Titanio;1735;1735;1735;1;1;32;0;0;0;744;0;;VERDADERO
1201;1;BIS;TI;35;Bisagra am 35 Titanio;1735;1735;1735;1;1;31;0;0;0;906;389;96877740;VERDADERO
1521;1;BIS;TI;75;Bisagra 75mm titanio;922;922;922;1;1;21;0;0;0;642;0;;VERDADERO
1390;1;BRA;BL;300BL;Brazo N4B 300 Blanco;5100;5100;5100;1;1;2;0;0;0;2700;0;;VERDADERO
1601;0;BRA;BL;400;Brazo DA 35 400 Blanco;8800;8800;8800;1;1;0;0;0;0;4424;0;;VERDADERO
1643;0;BRA;BL;500BL;Brazo N4B 500 Blanco;7600;7600;7600;1;1;0;0;0;0;3690;0;;VERDADERO
1644;0;BRA;BL;650BL;Brazo DA 650 blanco;14150;14150;14150;1;1;1;0;0;0;8844;0;;VERDADERO
1593;1;BRA;BL;900BL;Brazo DA 35 900 blanco;25000;25000;25000;1;1;0;0;0;0;16505;0;;VERDADERO
528;1;BRA;BR;C25;Brazo  limitador C575-C40 Bronce;4700;4700;4700;1;1;0;0;0;0;2773;0;;VERDADERO
527;1;BRA;BR;C30;Brazo  limitador Bronce 30 cm.;4530;4530;4530;1;1;7;0;0;0;2841;0;;VERDADERO
524;1;BRA;BR;DA1200;Brazo DA 35 1200 Bronce;27500;27500;31000;1;1;0;0;0;0;19125;0;;VERDADERO
521;1;BRA;BR;DA400;Brazo DA 35 400 Bronce;13200;13200;13200;1;1;0;0;0;0;8805;0;;VERDADERO
523;1;BRA;BR;DA650;Brazo DA 35 650 Bronce;14850;14850;14850;1;1;8;0;0;0;10608;0;;VERDADERO
522;1;BRA;BR;DA900;Brazo DA 35 900 Bronce;23000;23000;23000;1;1;0;0;0;0;14300;9674;77678220;VERDADERO
526;1;BRA;BR;N4B300;Brazo N4B 300 Bronce;5200;5200;5200;1;1;0;0;0;0;3140;2377;77678220;VERDADERO
525;1;BRA;BR;N4B500;Brazo N4B 500 Bronce;7600;7600;7600;1;1;0;0;0;0;3585;0;;VERDADERO
1705;0;BRA;MA;300UDI;Brazo N4B 300 mate Udinese;5400;5400;5400;1;0;0;0;0;0;3296;0;;VERDADERO
1182;1;BRA;MA;A;Brazo aereo 40-60 kg.(color y Mate);23900;23900;23900;1;1;0;0;0;0;15046;0;;VERDADERO
530;1;BRA;MA;C25;Brazo  limitador C575-C25 Mate;1873;1873;1873;1;1;0;0;0;0;712;0;;VERDADERO
1227;1;BRA;MA;C30;Brazo  limitador C575-C30 Mate;2400;2400;2600;1;1;0;0;0;0;1678;0;;VERDADERO
1661;1;BRA;MA;C30N;Brazo limitador 30cm nuevo;2400;2400;4300;1;1;0;0;0;0;2900;0;;VERDADERO
1492;0;BRA;MA;DA1200;Brazo DA 35 1200 mate;33150;33150;33150;1;1;0;0;0;0;22115;0;;VERDADERO
1206;1;BRA;MA;DA400;Brazo DA 35 400 Mate;11200;11200;11480;1;1;0;0;0;0;8200;0;;VERDADERO
1205;1;BRA;MA;DA650;Brazo DA 35 650 Mate;13500;13500;13500;1;1;0;0;0;0;9609;0;;VERDADERO
1177;1;BRA;MA;DA900;Brazo DA 35 900 Mate;24380;24380;24380;1;1;0;0;0;0;16408;0;;VERDADERO
531;1;BRA;MA;N4B300;Brazo N4B 300 Mate;5100;5100;5100;1;1;0;0;0;0;2564;2310;77678220;VERDADERO
529;1;BRA;MA;N4B500;Brazo N4B 500 Mate;7500;7500;7500;1;1;0;0;0;0;3507;2996;77678220;VERDADERO
1701;1;BRA;MA;N4B500UDI;Brazo N4B 500 mate Udinese;5500;5500;5300;1;1;0;0;0;0;3300;0;;VERDADERO
1888;0;BRA;MA;RESTR;Brazo Lim. Restrictor Stays Acero;6800;6800;6800;1;1;0;0;0;0;4234;0;;VERDADERO
1527;0;BRA;ME;61INOX;Brazo Acero Storm  65mm(120kg);69741;69741;69741;1;1;0;0;0;0;46329;0;;VERDADERO
1569;0;BRA;ME;INOX20;Brazo Acero Inox. 20cm;6000;6000;6000;1;0;20;0;0;0;3500;2680;;VERDADERO
1578;0;BRA;ME;INOX25;Brazo Acero Inox. 25cm;6816;6816;6816;1;1;4;0;0;0;2934;0;;VERDADERO
1545;0;BRA;ME;INOX26;Brazo Acero Inox. 707mm;61000;61000;61000;1;1;0;0;0;0;46000;0;;VERDADERO
1566;0;BRA;ME;INOX30;Brazo Acero Inox. 30cm.;7000;7000;7000;1;0;21;0;0;0;4452;0;;VERDADERO
1568;0;BRA;ME;INOX40;Brazo Acero Inox. 40cm;9312;9312;9312;1;0;22;0;0;0;5597;0;;VERDADERO
1567;0;BRA;ME;INOX50;Brazo Acero Inox. 50cm;14456;14456;14456;1;0;20;0;0;0;6060;0;;VERDADERO
1528;0;BRA;ME;INOX61;Brazo Acero Inox. 60cm;18558;18558;18558;1;1;5;0;0;0;7326;0;;VERDADERO
1828;0;BRA;ME;INOXPVC;Brazo Acero Inox, 400 PVC;9750;9750;9750;1;1;0;0;0;0;0;0;;VERDADERO
1998;1;BRA;TI;575;Brazo  limitador Titanio 30 cm.;5200;5200;5200;1;1;2;0;0;0;2674;0;;VERDADERO
1669;1;BRA;TI;DA1200;Brazo DA-35 1200 Titanio;27500;27500;31000;1;1;0;0;0;0;23159;0;;VERDADERO
1375;0;BRA;TI;DA400;Brazo DA-400 Titanio;10500;10500;11500;1;1;0;0;0;0;7208;0;;VERDADERO
1696;1;BRA;TI;DA600;Brazo DA-35 600 Titanio CHINO;12500;12500;12500;1;1;0;0;0;0;7618;0;;VERDADERO
1357;1;BRA;TI;DA650;Brazo DA-35 650 Titanio;14100;14100;14100;1;1;1;0;0;0;9192;0;;VERDADERO
1336;0;BRA;TI;DA900;Brazo DA-35 900 Titanio;24700;24700;24700;1;1;0;0;0;0;16406;0;;VERDADERO
1204;1;BRA;TI;N4B300;Brazo N4B 300 Titanio;5200;5200;5200;1;1;0;0;0;0;2000;2377;77678220;VERDADERO
1700;1;BRA;TI;N4B300UDI;Brazo N4B 300 titanio Udinese;4500;4500;4600;1;1;2;0;0;0;3110;0;;VERDADERO
1345;1;BRA;TI;NAB500;Brazo N4B 500 Titanio;7600;7600;7600;1;1;0;0;0;0;3720;0;;VERDADERO
544;1;BRO;AR;10;Broca acero rápido 10 mm;1463;1463;5600;1;1;0;0;0;0;3730;0;;VERDADERO
532;1;BRO;AR;20;Broca acero rápido 2,0 mm;184;184;600;1;1;7;0;0;0;0;0;;VERDADERO
533;1;BRO;AR;25;Broca a. rápido 2,5 mm negra;704;704;704;1;1;8;0;0;0;440;0;;VERDADERO
1633;1;BRO;AR;25W;Broca acero 2,5mm cromada;925;925;925;1;1;0;0;0;0;577;0;;VERDADERO
534;1;BRO;AR;30;Broca a. rápido 3,0mm negra;750;750;750;1;1;7;0;0;0;314;0;;VERDADERO
1628;1;BRO;AR;30W;Broca acero 3mm wurth;1100;1100;1100;1;1;0;0;0;0;674;0;;VERDADERO
535;1;BRO;AR;35;Broca a. rápido 3,5 mm negra;988;988;988;1;1;0;0;0;0;377;328;77678220;VERDADERO
1629;1;BRO;AR;35W;Broca acero 3,5mm wurth;1100;1100;1100;1;1;8;0;0;0;540;0;;VERDADERO
1636;1;BRO;AR;3LARG;Broca acero 3.0m Larga;5500;5500;5500;1;1;0;0;0;0;3417;0;;VERDADERO
536;1;BRO;AR;40;Broca acero rápido 4,0 mm;1100;1100;1100;1;1;0;0;0;0;400;0;;VERDADERO
1630;1;BRO;AR;40W;Broca acero 4,0mm wurth;1350;1350;1350;1;1;0;0;0;0;840;0;;VERDADERO
537;1;BRO;AR;45;Broca acero rápido  4,5 mm;1300;1300;1300;1;1;0;0;0;0;522;0;;VERDADERO
1635;1;BRO;AR;45W;Broca acero 4,5mm wurth;1450;1450;1450;1;1;0;0;0;0;890;0;;VERDADERO
538;1;BRO;AR;50;Broca acero rápido 5,0 mm;1500;1500;1500;1;1;0;0;0;0;1000;0;;VERDADERO
1631;1;BRO;AR;50W;Broca a. rápido 5,0mm wurth;2180;2180;2180;1;1;0;0;0;0;1365;0;;VERDADERO
539;1;BRO;AR;55;Broca a. rápido 5,5mm negra;1654;1654;1654;1;1;0;0;0;0;1034;0;;VERDADERO
1658;1;BRO;AR;55W;Broca acero 5.5mm Cromada;2100;2100;2100;1;1;0;0;0;0;1290;0;;VERDADERO
540;1;BRO;AR;60;Broca acero rápido 6,0 mm;2200;2200;2200;1;1;0;0;0;0;854;538;77678220;VERDADERO
1632;1;BRO;AR;60W;Broca acero 6,0mm cromada;2390;2390;2390;1;1;0;0;0;0;1490;0;;VERDADERO
541;1;BRO;AR;65;Broca acero rápido 6,5 mm;2000;2000;2300;1;1;0;0;0;0;1009;0;;VERDADERO
1634;1;BRO;AR;65W;Broca acero 6,5mm wurth;2900;2900;2900;1;1;0;0;0;0;1790;0;;VERDADERO
542;1;BRO;AR;70;Broca acero  7,0 mm negra;2759;2759;2759;1;1;4;0;0;0;1839;0;;VERDADERO
1660;1;BRO;AR;70W;Broca acero 7,0mm cromada;3400;3400;3400;1;1;2;0;0;0;2090;0;;VERDADERO
543;1;BRO;AR;75;Broca acero  7,5 mm cromada;4465;4465;4465;1;1;0;0;0;0;2790;0;;VERDADERO
545;1;BRO;AR;80;Broca acero rápido 8 mm;2500;2500;2500;1;1;0;0;0;0;1400;0;;VERDADERO
1691;0;BRO;AR;ADP;Adaptador de punta;3200;3200;11000;1;1;0;0;0;0;7080;0;;VERDADERO
1734;1;BRO;AR;AVE;AVELLANADOR HSS 12.48 APEN;27500;27500;27500;1;1;0;0;0;0;19719;0;;VERDADERO
1871;0;BRO;AR;BRFRE5;Fresolín Aluminio 5 x 100 Forma B;25000;25000;25000;1;1;0;0;0;0;18056;0;;VERDADERO
1778;1;BRO;AR;ROS;ROST-OFF  300ML;3900;3900;3900;1;1;0;0;0;0;2580;0;;VERDADERO
549;1;BRO;CO;10;Broca concreto 10,0 mm;6000;6000;6000;1;1;0;0;0;0;3730;0;;VERDADERO
550;1;BRO;CO;100;Broca de percutor 6,5 mm 160/100;2900;2900;2900;1;1;0;0;0;0;1785;0;;VERDADERO
1638;1;BRO;CO;110;Broca de percutor 6x110;2550;2550;2550;1;1;4;0;0;0;1540;0;;VERDADERO
1637;1;BRO;CO;160;Broca de percutor 6x160;2800;2800;2800;1;1;4;0;0;0;1600;0;;VERDADERO
1996;0;BRO;CO;210;Broca de percutor 6,5 x 210;12500;12500;12500;1;1;0;0;0;0;0;8335;;VERDADERO
1928;1;BRO;CO;60ME;Broca para metal 6.0mm larga;2800;2800;2800;1;1;0;0;0;0;1393;0;;VERDADERO
551;1;BRO;CO;70;Broca concreto 7,0 mm;490;490;490;1;1;0;0;0;0;0;0;;VERDADERO
1209;1;BRO;HA;6;Broca Hammer 6 mm;1000;1000;1000;1;1;0;0;0;0;0;0;;VERDADERO
548;1;BRO;HI;10;Broca Hilti 10 mm;3521;3521;3521;1;1;0;0;0;0;0;0;;VERDADERO
546;1;BRO;HI;70;Broca Hilti 7mm;3198;3198;3198;1;1;0;0;0;0;0;0;;VERDADERO
547;1;BRO;HI;80;Broca Hilti 8 mm;3342;3342;3342;1;1;0;0;0;0;0;0;;VERDADERO
1706;0;BRO;HI;CAR;Jgo. Carbones Ingl. Makita;3990;3990;3990;1;1;0;0;0;0;2850;0;;VERDADERO
1627;1;BRO;HI;LENT;Lente de Seguridad;1700;1700;1900;1;1;0;0;0;0;1446;0;;VERDADERO
1923;0;BRO;HI;LENTOS;Lente de Seguridad Oscuro;1700;12;1900;1;0;0;0;0;0;1557;0;;VERDADERO
1626;1;BRO;HI;PUNT;Punta estrella 1/4 ph2 25mm;2200;2200;2200;1;1;0;0;0;0;1450;0;;VERDADERO
1692;0;BRO;HI;PUNTMA;Punta 2x25 ph2 corta;1056;1056;1056;1;1;0;0;0;0;528;0;;VERDADERO
1639;0;BRO;HI;PUNTP;Punta PH2/P2 larga;1730;1730;1730;1;1;0;0;0;0;1155;0;;VERDADERO
1742;0;BRO;HI;ROST;Desoxidante Wurth Rost-Off 300ml;5160;5160;5160;1;1;0;0;0;0;2580;0;;VERDADERO
1739;0;BRO;HI;W3916;Febos Autoperf. Avell. 3.9x16mm;26;26;26;1;0;0;0;0;0;13;0;;VERDADERO
1741;0;BRO;HI;W3919;Febos Autoperf. Avell. 3.9x19mm;30;30;30;1;1;0;0;0;0;15;0;;VERDADERO
1740;0;BRO;HI;W3925;Febos Autoperf. Avell. 3.9x25mm;38;38;38;1;1;0;0;0;0;19;0;;VERDADERO
552;1;BUR;NE;1003;Burlete 1003 negro 3mm;195;195;195;1;1;0;0;0;0;196;46;89689900;VERDADERO
553;1;BUR;NE;103;Burlete 103 negro;190;190;190;1;1;0;0;0;0;220;0;;VERDADERO
554;1;BUR;NE;117;Burlete 117 negro 5mm;180;180;180;1;1;0;0;0;0;127;0;;VERDADERO
555;1;BUR;NE;302;Burlete 302 negro 4mm;160;160;160;1;1;0;0;0;0;127;41;89689900;VERDADERO
556;1;BUR;NE;305;Burlete 305 5 mm;340;340;340;1;1;0;0;0;0;211;77;89689900;VERDADERO
557;1;BUR;NE;306;Burlete 306 Negro;352;352;352;1;1;0;0;0;0;195;0;;VERDADERO
560;1;BUR;NE;32;Burlete base 32;140;140;140;1;1;100;0;0;0;72;0;;VERDADERO
558;1;BUR;NE;329;Burlete 329 4 mm;290;290;290;1;1;0;0;0;0;215;72;89689900;VERDADERO
559;1;BUR;NE;385;Burlete 385 3mm;440;410;440;1;1;0;0;0;0;243;0;;VERDADERO
562;1;BUR;NE;42;Burlete base 42;240;240;240;1;1;100;0;0;0;159;55;89689900;VERDADERO
1571;1;BUR;NE;423;Burlete cuña C423 15mm;210;210;210;1;1;0;0;0;0;113;0;;VERDADERO
563;1;BUR;NE;424;Burlete cuña C424 13mm 4mm;283;283;283;1;1;100;0;0;0;177;0;;VERDADERO
564;1;BUR;NE;425;Burlete cuña C425 11mm 5mm;250;250;250;1;1;100;0;0;0;147;58;89689900;VERDADERO
1572;1;BUR;NE;446;Burlete cuña C423 15mm 3MM;356;356;356;1;1;100;0;0;0;162;0;;VERDADERO
920;1;BUR;NE;904;BURLETE 904;47;47;47;0;1;0;0;0;0;0;0;;VERDADERO
561;1;BUR;NE;DC132;Burlete doble contacto 132 globo;140;140;140;1;1;900;0;0;0;78;60;;VERDADERO
566;1;BUR;NE;DC142;Burlete doble contacto 142 globo;145;145;145;1;1;0;0;0;0;121;32;89689900;VERDADERO
565;1;BUR;NE;M;Burlete Mosquitero;216;216;216;1;1;0;0;0;0;110;0;;VERDADERO
567;1;BUR;NE;TP201;Burlete termo panel 201 (2520)18mm;750;750;750;1;1;0;0;0;0;380;0;;VERDADERO
573;0;C;AZ;A5244330;Cristal Eclipse Arti Blue 6mm 213x330;39174;39174;40390;7,03000021;6;0;0;0;0;23000;0;;VERDADERO
1242;0;C;AZ;A6244330;Reflcetivo Azul 4mm 214 x 330;30947;30947;30947;7,059999943;6;0;0;0;0;15811;0;;VERDADERO
1318;0;C;AZ;AR6244330;Cristal Artick Blue 6mm 213x330 (transp);30570;30570;30570;7,03000021;6;0;0;0;0;18000;0;;VERDADERO
1498;0;C;AZ;L8213330;Cristal Laminado Azul 8mm 213 x 330;40423;40423;40423;7,03000021;8;0;0;0;0;13924;0;;VERDADERO
1907;0;C;AZ;LOWE4;Cristal LOWE 4mm 244x 330;30092;30092;30092;8,050000191;4;0;0;0;0;15851;0;;VERDADERO
1908;0;C;AZ;LOWE6;Cristal LOWE 6mm 244x330;46141;46141;46141;8,050000191;5;0;0;0;0;24463;0;;VERDADERO
568;0;C;BR;10250360;Cristal bronce 10m  244 x 330;44327;44327;50344;8,050000191;10;0;0;0;0;31000;15550;;VERDADERO
1698;0;C;BR;4180250;Cristal Bronce 4mm 180 x 250;13160;13160;13160;4,5;4;0;0;0;0;9320;0;;VERDADERO
1189;0;C;BR;4240330;Cristal Bronce 4 mm 214 x 330;15474;15474;15474;7,059999943;4;2;0;0;0;8095;0;;VERDADERO
1464;0;C;BR;4244183;Cristal Bronce 4mm 183x244;15040;15040;15040;4,46999979;4;-1;0;0;0;14777;0;;VERDADERO
1186;0;C;BR;4244330;Cristal bronce 4mm  244 X 330;13015;13015;13158;8,050000191;4;0;0;0;0;8230;4464;78036990;VERDADERO
1157;0;C;BR;4244366;Cristal Bronce 4mm 244x366;13015;13015;13015;8,930000305;4;0;0;0;0;6793;0;;VERDADERO
569;0;C;BR;4250360;Cristal bronce 4mm 250 x 360;13015;13015;13158;9;4;0;0;0;0;9207;3955;78036990;VERDADERO
1230;0;C;BR;4254330;Cristal Bronce 4mm 254 x 321;13015;13015;13015;8,149999619;4;0;0;0;0;7136;0;;VERDADERO
1591;0;C;BR;5180250;Cristal Bronce 5mm 180 x 250;17500;17500;17500;4,5;0;0;0;0;0;11727;0;;VERDADERO
1213;0;C;BR;5214330;Cristal Bronce 5mm 214 x 330;27000;27000;27000;7,059999943;5;0;0;0;0;12141;5598;78036990;VERDADERO
1158;0;C;BR;5220165;Cristal Bronce 5mm 250x360;17500;17500;17500;9;5;0;0;0;0;11508;5800;;VERDADERO
1471;0;C;BR;5240321;Cristal Bronce 5mm 244 x 330;17500;17500;17500;8,050000191;5;0;0;0;0;10125;0;;VERDADERO
1159;0;C;BR;5244330;Cristal Bronce 5mm 214x360;17500;17500;17500;7,699999809;5;0;0;0;0;10127;0;;VERDADERO
570;0;C;BR;5250360;Cristal bronce 5mm 244x 183;17860;17860;17860;4,46999979;5;0;0;0;0;12821;0;;VERDADERO
1181;0;C;BR;6220321;Cristal bronce 6mm 214x360;19513;19513;19513;7,699999809;6;0;0;0;0;9195;0;;VERDADERO
1450;0;C;BR;6240321;Cristal Bronce 6mm 244x330;19513;19513;19513;8,050000191;6;0;0;0;0;9195;0;;VERDADERO
571;0;C;BR;6250360;Cristal bronce 6mm 244 x 366;19513;19513;20743;8,930000305;6;0;0;0;0;15064;7093;78036990;VERDADERO
1592;0;C;BR;8225321;Cristal Bronce 8mm 225x321;27467;27467;27467;7,21999979;8;0;0;0;0;16822;0;;VERDADERO
572;0;C;BR;8250360;Cristal bronce 8mm 250 x 360;27467;27467;27467;9;8;0;0;0;0;14118;0;;VERDADERO
1726;0;C;BR;EAB6;Eclipse Adv. Bronce  6mm 244 x330;45252;45252;45252;1;6;0;0;0;0;25000;0;;VERDADERO
1651;0;C;BR;RF69220X321;Cristal Reflecto Float 6mm 214 x 330;29757;29757;29757;7,059999943;6;0;0;0;0;19459;0;;VERDADERO
1300;0;C;BR;SC4213330;Cristal Reflecto Float 4mm 213x330;22700;22700;22700;7,03000021;4;0;0;0;0;12972;0;;VERDADERO
1240;0;C;BR;SC4244330;Cristal Solar Cool 4mm 244 x 330;27387;27387;27387;8,050000191;4;0;0;0;0;15902;14844;91216000;VERDADERO
1288;0;C;BR;SC5223330;Cristal Solar Cool 5mm 214 x 330;23000;30092;30092;7,059999943;5;0;0;0;0;16490;0;;VERDADERO
574;0;C;BR;SC6244330;Cristal Solar Cool 6mm 244 x 360;35665;35665;31273;8,779999733;5;1;0;0;0;19909;10433;91216000;VERDADERO
1349;0;C;GR;4250360;Cristal Gris 4mm 244 x 330;9220;9220;9220;8,050000191;4;0;0;0;0;0;0;;VERDADERO
1301;0;C;GR;6240321;Cristal Gris 6mm  240 x 321;14612;14612;14612;7,699999809;6;0;0;0;0;0;0;;VERDADERO
582;0;C;IN;10183244;Cristal Incoloro 10mm 183 x 244;32110;32110;32110;4,46999979;10;0;0;0;0;13200;0;;VERDADERO
577;0;C;IN;10250360;Cristal Incoloro 10mm 250  x 360;32110;32110;32110;9;10;0;0;0;0;16576;0;;VERDADERO
1460;0;C;IN;2220180;Cristal Incoloro 2mm 220 x 180;4863;4863;4863;3,960000038;2;0;0;0;0;2485;0;;VERDADERO
593;0;C;IN;2250170;Cristal Incoloro 2.5mm 240 x 170;4666;4666;5036;4,079999924;2,5;0;0;0;0;2643;0;;VERDADERO
1359;0;C;IN;2250180;Cristal Incoloro 2mm 250 x 180;5338;5338;5338;4,5;2;0;0;0;0;3737;2166;78036990;VERDADERO
1456;0;C;IN;3165220;Cristal Incoloro 3mm 165 x 220;6588;6588;6588;3,630000114;1;0;0;0;0;3500;0;;VERDADERO
1463;0;C;IN;3170260;Cristal Incoloro 3mm 180 x 260;7160;7160;7160;4,679999828;3;0;0;0;0;2295;4384;;VERDADERO
575;0;C;IN;3180250;Cristal Incoloro 3mm 180 x 250;8860;8860;8860;4,5;3;-4;0;0;0;4771;2940;78036990;VERDADERO
1451;0;C;IN;3183244;Cristal Incoloro 3mm 183 x 244;7952;7952;7952;4,46999979;3;1;0;0;0;5156;0;;VERDADERO
1479;0;C;IN;3210321;Cristal Incoloro 3mm 210 x 321;6588;6588;6588;6,739999771;3;0;0;0;0;3109;0;;VERDADERO
1478;0;C;IN;3213240;Cristal Incoloro 3mm 213 x 190;6588;6588;6588;4,050000191;3;0;0;0;0;3715;0;;VERDADERO
1377;0;C;IN;3213305;Cristal Incoloro 3mm 232x 360;6588;6588;6588;8,359999657;3;0;0;0;0;4062;0;;VERDADERO
1431;0;C;IN;3213306;Cristal Incoloro 3mm 180x213;6588;6588;6588;3,839999914;3;0;0;0;0;3042;1951;77152770;VERDADERO
1476;0;C;IN;3213330;Cristal Incoloro 3mm 214 x 330;6588;6588;6588;7,059999943;3;0;0;0;0;2686;0;;VERDADERO
1462;0;C;IN;3220321;Cristal Incoloro 3mm 220 x 321;6588;6588;6588;7,059999943;3;0;0;0;0;3642;0;;VERDADERO
1429;0;C;IN;3244360;Cristal Incoloro 3mm 244 x 360;6588;6588;6588;8,789999962;3;0;0;0;0;3200;0;;VERDADERO
926;0;C;IN;3250360;Cristal Incoloro 3mm 250 x 360;7160;7160;7160;9;3;0;0;0;0;4838;2520;91216000;VERDADERO
2002;0;C;IN;4150200;Cristal Incoloro 4mm 150 x 200;15000;15000;15000;4;4;0;0;0;0;9383;9383;;VERDADERO
1470;1;C;IN;4160250;Cristal Incoloro 4mm 160 x 250;8653;8653;8653;4;4;0;0;0;0;4476;0;;VERDADERO
1437;0;C;IN;4180213;Cristal Incoloro 4mm 180 x 213;8653;8653;8653;3,839999914;4;0;0;0;0;4337;0;;VERDADERO
576;0;C;IN;4180250;Cristal Incoloro 4mm 180 x 250;11820;11820;11820;4,5;4;-3;0;0;0;5400;3840;78036990;VERDADERO
1465;0;C;IN;4180260;Cristal Incoloro 4mm 180 x 260;8653;8653;8653;4,679999828;0;0;0;0;0;4800;0;;VERDADERO
1452;0;C;IN;4183244;Cristal Incoloro 4mm 183 x 244;8460;8460;8460;4,46999979;4;0;0;0;0;4900;0;;VERDADERO
1473;0;C;IN;4214330;Cristal Incoloro 4mm 214 x 330;10712;10712;10712;7,059999943;4;0;0;0;0;5180;0;;VERDADERO
1461;0;C;IN;4225330;Cristal Incoloro 4mm 225 x 330;9282;9282;9282;7,429999828;4;0;0;0;0;2867;0;;VERDADERO
1404;1;C;IN;4240330;Cristal Incoloro 4mm 240 x 214;9282;9282;9282;5,139999866;4;0;0;0;0;3900;0;;VERDADERO
1455;0;C;IN;4240360;Cristal Incoloro 4mm 240 x 360;9282;9282;9282;8,640000343;4;0;0;0;0;6003;0;;VERDADERO
1481;0;C;IN;4244330;Cristal Incoloro 4mm 244 x 366;11293;11293;11293;8,930000305;4;0;0;0;0;3250;0;;VERDADERO
1466;0;C;IN;4250321;Cristal Incoloro 4mm 250 x 321;9516;9516;9516;8,029999733;4;0;0;0;0;5443;0;;VERDADERO
578;0;C;IN;4250360;Cristal Incoloro 4mm 250 x 360;11178;11178;11178;9;4;0;0;0;0;6798;4230;91216000;VERDADERO
1453;0;C;IN;5183244;Cristal Incoloro 5 mm 183 x 244;11063;11063;11063;4,46999979;5;1;0;0;0;7716;0;;VERDADERO
1414;0;C;IN;5213360;Cristal Incoloro 5mm 214 x 330;12740;12740;12740;7,059999943;5;0;0;0;0;6011;3354;;VERDADERO
2000;0;C;IN;5214321;Cristal Incoloro 5mm 214 x 321;11500;11500;11500;8,420000076;5;0;0;0;0;6347;0;;VERDADERO
1457;0;C;IN;5220321;Cristal Incoloro 5mm 220 x 321;11200;11200;11200;7,059999943;5;0;0;0;0;6071;0;;VERDADERO
1472;0;C;IN;5225321;Cristal Incoloro 5mm 244 x 330;11200;11200;11200;8,050000191;5;0;0;0;0;4276;0;;VERDADERO
1477;0;C;IN;5225330;Cristal Incoloro 5mm 225 x 330;10433;10433;10433;7,429999828;5;0;0;0;0;4150;0;;VERDADERO
1454;1;C;IN;5240360;Cristal Incoloro 5mm 180 x 250;14318;14318;14318;4,5;3;-3;0;0;0;7563;0;;VERDADERO
579;0;C;IN;5250360;Cristal Incoloro 5mm 250 x 360;15740;15740;15740;9;5;0;0;0;0;10100;6699;78036990;VERDADERO
1482;0;C;IN;5260180;Cristal Incoloro 5mm 360 x 213;12740;12740;12740;7,670000076;5;0;0;0;0;5100;0;;VERDADERO
1413;0;C;IN;6213366;Cristal Incoloro 6mm 214 x 330;20235;20235;20235;7,059999943;6;2;0;0;0;5100;0;;VERDADERO
1402;0;C;IN;6250200;Cristal Incoloro 6mm. 244 x 366;16938;16938;16938;8,930000305;6;0;0;0;0;5780;0;;VERDADERO
1999;0;C;IN;6250321;Cristal Incoloro 6mm. 250 x 321;16123;16123;16123;9;6;0;0;0;0;10696;0;;VERDADERO
580;0;C;IN;6250360;Cristal Incoloro 6mm 250 x 360;17740;17740;17740;9;6;0;0;0;0;1600;7272;78036990;VERDADERO
1467;0;C;IN;644183;Cristal Incoloro 6mm 250x 180;17740;17740;17740;4,5;6;0;0;0;0;8000;0;;VERDADERO
1469;0;C;IN;8220321;Cristal Incoloro 8mm 214 x 330;18942;18942;16464;7,059999943;8;0;0;0;0;8888;0;;VERDADERO
1415;0;C;IN;8225366;Cristal Incoloro 8mm 213 x 366;15603;15603;15603;7,800000191;0;0;0;0;0;8216;0;;VERDADERO
581;0;C;IN;8250360;Cristal Incoloro 8mm 250 x 360;18123;18123;18259;9;8;1;0;0;0;13260;7370;78036990;VERDADERO
1606;0;C;IN;L10183244;Cristal Laminado 10mm 244x366;39009;39009;39009;8,93999958;10;0;0;0;0;23384;0;;VERDADERO
584;0;C;IN;L10250360;Cristal Laminado 10mm 250x360;35076;35076;35076;9;10;0;0;0;0;24100;18725;78036990;VERDADERO
1495;0;C;IN;L4.6250X180;Cristal Laminado 4.6 250 x 180;23113;23113;22401;4,5;4,599999905;0;0;0;0;16000;0;;VERDADERO
1485;0;C;IN;L5152183;Cristal Laminado 5mm 152 x 183;18438;18438;20367;2,789999962;5;0;0;0;0;11489;0;;VERDADERO
583;0;C;IN;L5170250;Cristal Laminado 5.0mm 183x244;23500;23500;23500;4,46999979;5;0;0;0;0;0;0;;VERDADERO
1376;0;C;IN;L5180X250;Cristal Laminado 4.6mm 183 x 213;21984;21984;21984;3,900000095;4,599999905;0;0;0;0;12776;10784;78036990;VERDADERO
1144;0;C;IN;L6183244;Cristal Laminado 6.38mm 183x244;25380;25380;25380;4,46999979;6;4;0;0;0;27209;0;;VERDADERO
1484;0;C;IN;L6214330;Cristal Laminado 6.38mm 214 x 330;26186;26186;26186;7,059999943;6;2;0;0;0;13300;10260;;VERDADERO
